label,text
0,"Well, after reading all the great reviews and hearing a lot about this place, I was so excited to eat here for lunch yesterday! I got chili cheese fries, and a plain ole' hotdog. My daughter got an order of the chicken nuggets. I wasn't really impressed by any of the food I had ordered. I'm really picky about my hotdogs and I was kind of grossed out by how thick they were. I'm used to the dodger dog styled ones, not Chicago style. That turned me off for the rest of my meal. My bun was really soggy and my hot dog kept falling out of it and that just pissed me off. The chili fries were also really runny. Not sure if they make their own chili but it was defiantly too runny for my liking. And last but not least, my daughters chicken nuggets tasted like a bucket of salt was dumped all over them. And don't get me wrong, I put salt on everything, I LOVE salt, but even that amount of salt was too much for me! I just really wasn't impressed by this place. Ill be sticking to wienershnitzle"
4,"This place is not only inspiration for custom baby photo books, but the ultra sound room is soothing and lovely! Spacious room with large flat screen for viewing. Terry the owner does an amazing job at the sneak peeks. Pictures are instant as well as online uploads, makes for simple sharing with family and friends."
3,"I came here for a friends benefit for his son.  No more details need to be explained but it was for a great cause.  This place opened its doors, offered its people and singers/bands performed.  For the cause, I am glad I came and saw this place.  I have never been to the arts district for a nighttime experience/bars!  \n\nIt was hard to find because the link to the yelp map does take you to the wrong location.  Once getting to the right location it is pretty much on the down low the lighting in the sign only light half of the sign and there are no signs around the door.  Little shady looking, but after walking in wow.  Nicely decorated in hip decor lighting is awesome for the nighttime experience and the staff is nice.  \n\nPrices are middle ground and the acoustics are good even though we were sitting on the other side of the bar from the bands.\n\nDefinitely a do over!"
2,"Meh.  Aside from people crowding around your car to \""hand wash\"" it, it's a pretty average car wash. \n\nThey'll probably get more gunk off your car than a machine or touchless wash, but there will be huge risk of scratches and \""spiderwebbing\"" because they use the dirtiest wash mitts I've ever seen. \n\nIf you love your paint, hand wash it yourself or use a touchless wash. \n\nIf you dont't care too much and don't like washing your own car take it here."
0,"Was quoted a price of $150.00 to fix a speeding ticket and paid it in full.  Weeks later received a letter stating that I owed an additional $145.00.  Ticket was $255.00 so I saved a total of $5.00.  Total misrepresentation, you can't quote one price and then weeks later send another bill paid directly to the court.  Woman in office Aurora lied through her teeth about the cost and when questioned after the fact said that the original $150.00 paid for the scaled Lawyer to go to court for you.  While there were no points or traffic school on the account, the additional money paid to the court should have been quoted up front instead of letting people \""assume\"" it was the final cost.  Total bullshit.  Don't use this crook."
4,"Best place to get your beauty products, hands down. Everyone is friendly and helpful without being pushy. They have great deals if you sign up for their mailing list...sometimes they send cards in the mail with vouchers for a FREE full size product with any purchase. They have special ladies night out events with raffle prizes, and discounts on salon services. I have never left empty handed or without a smile on my face.\n\nFYI, they take ULTA coupons too!!! and you can stack them with your beauty brands take ten!!"
1,Outdated rooms. An old crowd and no Jacuzzi
0,"I live in the neighborhood and really wanted to like the Grind.  After 3 visits, I'm done.\nOverview: Food is mediocre service has stayed consistently terrible.\n\nMy last visit was happy hour with my 3 co-workers.  I had suggested we try the place and we arrived by 5 to make sure we got a table before rush hour.  \nAfter waiting to be served for about 10 min., the waitress finally spotted us & got our drink order.  We waited another 10 min. to get the drinks even though they were not yet busy.  We asked to order dinner and she said she'd be right back.  15 min. later she came to get our order.  We had an appetizer and 4 burgers.  Appetizer came out with the burger with no apologies.\nAfter we received the food our server disappeared, so condiments and drink refills were ordered from other staff.  When she returned she interrupted our conversation to ask if we were done.  From this point on she returned to the table with the check (not asking about dessert or more drinks) every 5 min. to ask if we were done.\nFinally, she came by and leaned in to tell us that \""it's getting really busy in here and there are people waiting for a table.  I'm not asking you to go but just so you know.\""  Are you kidding me?! We had ordered an appetizer, 4 entrees, 2 drinks each, & wanted dessert but she needed our table! \nUnreal. I will not return."
0,"I've been here 6 or 7 times and at first fell in love with their carne asada burrito. This love was short lived as every time I take my first bite the wrap completely apart due to the pico sauce water. Here's where the 1 star comes in. Service leaves a LOTTT to be desired. EVERY time I've ordered the same thing, and every time it takes 1/2 hour on average for the burrito to reach my table. There are 2 people eating inside the restaurant and 1 in the patio area - it shouldn't take this long. My coworker always gets a bean burrito with no cheese and EVERY time they've messed up the order and had to re-make it leaving us eating at different times. 3 weeks ago we were eating here and the Sheriff's department shut it down because of illegal immigration. Took 2 weeks for them to open up shop again. Unfortunately this has had a worse effect on the service (at least it seems as though this is the case) because not only did my burrito come out 1/2 hour later, but as I finally got up the courage to complain, the manager gave us all kinds of excuses and no apologies. I guess I'd still eat their food if it was take out but other than that, I don't think I'll be coming back to America's taco shop anymore. Good Luck guys!!"
4,"Great location, you can bike right up too it...lawn is awesome and well layed out.  Bathrooms and concessions are right there."
1,"Rather disappointed in this place actually. Food was good, not amazing , but good. But portion size , topped with poor service made it a place we'll skip when picking a quick dinner out. I don't get their menu. Food and sides don't go together really, and the whole thing just doesn't make sense to me. When we were ordering, it seemed as if we were bothering her, which was slightly awkward. Overall, not a good experience. Cool name, but not relative to the food at all. I'd say skip this place."
3,"Went Christmas shopping here this week and it had everything I need. Conveniently had all the frames I was looking for, in stock, and was able to get photo albums, stockings, and santa hats all in one place. Being located in Tempe Marketplace helps too. I will definitely be back to this location. \n\nBeware that parking is somewhat had to find during the holidays."
1,"Slow service. A lot of people who were waiting before us left cause they were so slow, AND there were empty tables. Got seated and waited a good 30 min for our food.\n\nBurgers were good, I got the oxtail chili cheese fries. So not worth it, barely any oxtail, it was more like beans, cheese, and fries. Overall, stick to the burgers."
3,Great food and wonderful service. Here during breakfast hour. I will be back.
0,"Well, I randomly came across this Noodle shop as I was wondering around into the Caesar's Palace, which is like a rat maze that is designed to never let you out. I was told that Caesar's Palace has one of the big cocktail drinks that everyone seemed to be carrying around in the street and there I got stuck in search of the damn drink. I started to get hungry and came across a bright white restaurant with ridiculous gold fish tanks. I was told that they hand roll their noodles and make their dumplings, so I convinced our party to stop by for lunch. Oof. Big mistake! We ordered the Beijing noodles, seafood noodle soup, Shanghai dumplings, and kungpao shrimp. All of them were complete misses. I am not sure if it was just us, but we completely failed on all our dishes. It might have been just a coincidence, but I think not. I think this place just sucks. It is overpriced for such a noodle shop and I have been lured in by the damn fish tanks. Damn it! And for those reviewers who gave 5 stars, what the hell did you eat? And what have you eaten all your life? Dog food?"
3,"Ate here twice on a 3 day visit. \nExcellent, charbroiled burger. I had the Tex-Mex, twice. Perfect both times. Pricey? I disagree, though I live in a resort town. Money and time well spent. Service was great and they seemed to enjoy what they were doing. And clean.\nYou won't regret it except if your a vegan.........."
0,"Not impressed at all. Thought they would have a better selection of food with the price  that you pay. I was really upset that we got charged a mandatory gratuity fee because a family member was seated next to us. The waitress asked if we knew her and when we said yes, the waitress automatically insisted that we pay this mandatory gratuity. I mean doesn't she have to wait on the other tables surrounding us? It made no sense and she wouldn't or couldn't explain the theory behind it. After paying this \"" mandatory gratuity\"" we couldn't enjoy our dinner and decide to leave. I was really looking forward to the Wicked Spoon but unfortunately with the experience we had, it just didn't happen."
4,"even though i live roughly 15-20 minutes from this store, i still make it a weekly habit to come here for groceries. \n\nthe breakdown: \n\nsushi. their selection of rolls and sashimi are awesome! i love that i can buy a brick sized piece of salmon sashimi to take home and slice up myself. while i do love aj's sushi bar as well, whole foods definitely has them beat. \n\njuice bar. whenever i come in to do my shopping, i always head straight to the juice bar for one of their delicious fresh drinks. every juice mix i've tried has been fantastic, even if the fruit/veggie combo sounded like it might not work together.\n\nproduce. really terrific selection of fruits and vegetables. i especially love their huge variety of pre-cut produce; it makes cooking super convenient!\n\nin addition to carrying a lot of great companies that i can't get at any other local stores, their stuff is generally totally affordable.  a grocery store with a unique selection can mean higher prices (aj's), but i usually leave whole foods feeling pretty pleased with what i ended up spending. \n\nps. i'm super pumped for the new store that's opening on camelback next month! now i'll have a store within a mile of my house!"
0,"Terrible service at a recent visit.  It was a Monday around 7ish and my co-worker and I walked in to this place.  We didn't have a reservation as we just flew in to town.  But we saw all the empty tables so we thought were good.  Asked the hostess for a table for 2.  She said the wait time will be about 30 minutes.  And we're like OK no problem.  Then we saw the empty tables outside as well.  So I asked her again if the wait time is still 30 minutes if we are to sit outside?  Surprisingly she still said yes.  So we're out there sitting and after about 30 minutes she comes out and asks \""oh did you want to just eat out here?\"".  And we're like - uhmmm yeah???  Unless I was speaking Martian, I swear I remember telling her that some 30 mins earlier.  I decided to skip the steak and instead got the salmon.  My buddy got the steak.  He said the steak was disappointingly dry.  The salmon I had was too greasy.  Very lousy food.  In my opinion I can maybe cut them some slack on the lousy food if their service wasn't terrible.  Why the F would they let us sit outside for 30 mins with 10s of empty tables?  Is it because we're too casual for their \""crowd\""?  Maybe because were not wearing suits?  Or maybe they just don't give a F*** about people who just walk in without a reservation?  This used to be a must-stop for me whenever I go to Madison.  This is now on my must-avoid and do-not-recommend list."
3,"What better way to celebrate my 29th birthday than to try to live it up like I was turning 21? There are many reasons why I don't frequent these \""ultra high-end\"" nightclubs anymore, but I guess it was my lucky day. This was the first time I was on a guestlist with comp tickets and actually got in for free. No cover for a guy in Vegas? Unheard of. There was also no wait in the guestlist line. Dada Life was the headliner. \n\nPros: Aesthetics-wise, this nightclub is just as nice as any other. There's a nice lounge with benches for sitting without having to get bottle service. There's three different levels and plenty of space, except the main stage. \n\nCons: Stairs - apparently these are death for the ladies. There's no outdoor patio/pool area so it can get stuffy, but there's cool jets that blast the crowd every once in a while. Confetti is dropped every now and then, but the pieces stain your skin, especially the blue ones! The cost of a drink is ridiculous - a Red Bull/vodka was $25. So much cigarette and cigar smoke in an indoor setting.\n\nMark Eteson was the opener for Dada Life and was the only person I saw since apparently I'm old now and I can't make it to 2 am anymore. Still, I can say I had fun on my birthday at a Vegas club!"
4,"This place is awesome. Tasty burgers and fresh cut steak fries. Tons of options from the classic burger toppings, to saut\u00e9ed garlic and pesto! You can also get fried eggs or even pastrami!\n\nThe feel is super chill and great music. Sherl, the owner is super cool, and always helpful for first-timers.\n\nThirsty? How about one of the 16 flavors of lemonade?! I've been searching for the best burger in Phoenix, and this is up there with the chuckbox near ASU, Ted's in Cave Creek and Lucky Boy as far as a \""great burger\"" goes!"
3,"A star was taken away for service and price.  Yes it is more food and better quality than your standard hibachi restaurant but the price is pretty ridiculous in comparison.  The server had to argue about doom alcohol on separate receipt since we were using a gov't credit card.  Don't get the sushi since it is way overpriced and not comparable to a sushi restaurant.  Unlike other Beni's this one does not offer a full sushi lineup, probably b/c there is a sushi bar next door."
2,"It's a must see if you are visiting the west rim. But yes, it is a rip off. It's $80 to visit the site and walk on the skywalk. What makes this a really bad deal is the idea that you cannot even bring a camera/phone on the skywalk. The excuse that you might drop it in the canyon or on the glass is just another way for them to justify making money off of you by taking pictures for you and selling them to you. Seriously, why would anyone throw their couple hundred dollars phones/cameras away? The walk is a one time visit and will not get a second visit from me, for sure. However, if you've never seen it, you should go take a look."
2,"I'd give them high marks for execution.  Everything was cooked properly, served promptly and efficiently.  Not a lot of creativity or soul beyond the menu preparation.  Typical for the Vegas high end joints that cater to people on business.  Like everything on The Strip prices are astronomical - I will never forgive a restaurant that charges $125 for a bottle of wine I can get for $25.\n\nThe hostesses seated everyone close together so it became very noisy even though the restaurant was half-empty.  No place charging these prices should make such mistakes. \n\nGreat place if you're on an expense account.  If it's your own money I would pick a different city."
1,"As with any buffet, you get what you pay for.  This place is about $14 for dinner if I recall correctly.\n\nThe Mongolian grill section doesn't have much selection to choose from, but it's pretty yummy regardless.  The sushi is surprisingly good for buffet sushi.  Pot stickers are really good.  Pepper steak is excellent.  Orange chicken is decent.\n\nSo why only 2 stars?  Well, it's the tour groups.  The place is a madhouse when the tour groups come in.  It's just too crowded to find any sort of comfort.  Not to mention the people on the tour group are frequently rude and shove you and cut in line.  They used to only have tour groups on weekend nights.  They are there all the time now, even weekday lunches.  Not to be racist, but there is a cultural difference that I just can't wrap my head around.  I don't understand visiting a foreign country and eating a bastardized version of food from your homeland."
4,"I loved Kokomo! I have yet to go to a fro yo store as clean as Kokomo! The fruits were so fresh, and the topping section was clean, with a great variety! I also found it charming that I got to meet with the friendly owners! Kokomo beats all the yogurt store in this area!  I didn't feel guilty because the yogurt is so healthy! I highly recommend Kokomo!"
2,"The Chandler location is located in a strip mall.  Strike one.\nThe decoration of the Chandler location looks very ...80's? Strike two. (  I don't know how to describe it.  The Havana Cafe's Chandler location just doesn't look modern or even retro; the interior just looked outdated.)\n\nThey got on base with the food.  We ordered \""Tostones\"", which are twice fried plantains with a mojo garlic sauce and an order of Empanaditas for the appetizers for four of us.    Both were satisfying.\n\nFor dinner, I ordered Pollo Cubano, chicken breast in light curry, lime, and garlic with sauteed sweet onions on top.   The winner at the table was the Gallina Frita, shredded chicken breast, pan fried with onions laced with a garlic sauce.   Can't decide from all the choices that sound good on the menu?  Do as my husband did and order the Dinner Sampler and try a variety.   At the end, we were too stuffed to try desert.  (Well, for the record, everyone else was too stuffed.  I would have been game to try something, but I didn't want to look like a pig :)\n\nI thought the food was good, but a overpriced for the meal.  Our service was spot on and attentative, but as the other reviews seemed to indicate, and our friends feedback validated, the service can be spotty.\n\nI say - try the place out.  We would definately go back."
1,"Irksome gimmicky pub atmosphere, like a classier Bennigan's."
0,Tried this place twice and both times service was very slow and food was overpriced for what we got. Staff (including management) not very friendly or helpful. It's a shame bc I enjoy staying at this hotel.
2,"Couple things on most recent visit-\nCalamari was surprisingly good\nWaitstaff still act in a haphazard manner, had 3 different waiters during night. Some of the younger ones went into back room and I speculate were drinking. I mean whatever but its a sign this place is possibly headed downhill\nMy steak ordered medium came out darn near rare and then after a heat up came back leather\nFinally, the bull that was out on Sahara is now in the backroom as some truck hit the pole it was on and knocked it off! A bit odd this long time iconic sign is gone and doesn't seem they will be putting it back up. Yet another sign this spot is not being run at a high end professional level."
0,"Picked this based on the two reviews. Its been 45 minutes since we saw our server. No appetizers yet. There are two servers and six tables. We have watched two orders go back to the chef, worried about our food. Food came, recommend burgers or sandwiches."
4,"Great food, good selection of veg curries at buffet (choose from 6).\n\nFresh and tasty garlic naan.\n\nTastefully done interiors and decor.\n\nClean bathroom with diaper changing station.\n\nOur little one was sleeping, she woke up 10 mins before 3 pm (close) and they accommodated us for 15 mins after close while she ate."
3,"This place has a pool with a clear floor. AMAZING. You can see straight down to the... parking entrance. Hilarious. The pool is pretty tiny - entirely for relaxing, no exercise here. \n\nThe usual Westin bed, Westin service (even for we F1 fans, not staff) were excellent.    Mandatory valet parking with excellently quick service and attentive desk staff. Pristine bathrooms and arranged essentials."
4,"So my layover in Phoenix was three hours long (turned into six but that's a whole 'nother story...) Anyways, my cousin goes to ASU, so I called her up and had her get me for breakfast since I had a ton of time to kill.\n\nShe takes me to this little tiny place called Over Easy. Yay, it looks cute. It also looks like (by looking at the building) it used to be a Taco Bell back in the day. Ah oh!\n\nWHO KNEW THERE WAS GOOD FOOD IN ARIZONA!? I actually liked the 'Over Easy' entree that I got. Filled me up and while it wasn't gourmet or anything, it was the next best thing. Also, it's helpful to mention that there is nothing on the menu over 10.00 - nothing. All you ASU kids should eat here.\n\nFinally, the crappy thing about running a business in the middle of an Arizona desert is that you're sometimes gonna get some Arizona desert clientele. Let me just say that the service is amazing. EVEN THOUGH there were some genuine straight from the trailer park douchebags in there. Had to say it. I love you Over Easy."
2,"Aria is a relatively new and nice hotel. The staffs are friendly. The casino is very straight forward and organized. I love how Jean Philippe is by the guest rooms so very convenient for breakfast, snack and coffee. \n\nThe guest rooms hallway is super confusing. It was never-ending and it criss-cross at some point...imagine finding your room if you're drunk. \n\nThe room is nice. I like how it's pretty automatic with the window and \""service\"" and \""private\"" button and all. I like how the shower is connected to the tub. Thre room is pretty clean and spacious.\n\nThe pool is nice along with three jacuzzi. I like how you don't have to walk through the casino to get to the pool. You just have to go to the promenade floor. But it's weird, it seems like the pool is open to anyone public and not just hotel guess. \n\n I like how they have a tram that's connected to Bellagio and Crystals. The Cosmopolitan is also just few minute walks away. It's super convenient!! Will definitely like to stay there again."
4,"I just recently discovered Aerial Yoga from a friend and I'm totally addicted!!!  Altitude Aerials has a Aerial Yoga class on Saturday and Sunday and not only is it an amazing workout, and fun to do, but it's affordable too!\n\nMy review is based only on the Aerial Yoga classes... I haven't been to any of their Aerial shows or training yet but I do plan on it!"
0,"Being in the restaurant business I understand times are tough. Any type of promotion to bring in guests that is feasible would give the \""edge\"" to a particular business. Frequenting this particular applebees I felt like I just walked into club applebees. The volume is way over the top. Service was compatible to a crowded bar with one bartender to serve. I sat at a table to wait 10 minutes before even being greeted by my server. With the music it came as no sunrise that the food order came out totally incorrect. After trying to stomach through the wrongly prepared item, I had to regrettably send it back. After 2 minutes it came back corrected with the quality parallel to Taco Bell. The identity is in question, the food is a pathetic excuse for a full service franchise, and service that I could find in a dive bar. Highly disappointed in this franchise as of late. Past three visits to different area locations have ended in similar fashion. So sad."
4,5 star worthy. I'd give it 6 stars if Yelp would let me. It's all about the hot signature sandwiches here. All sandwiches are made to order making them fresh out of the oven. Fresh ingredients (make sure to add bacon)  served up on a nicely toasted Artisan baked loaf and topped with unique sauces and spreads. Try the Chipotle Chicken Avocado and the Caribbean Jerk Chicken (my favorites!)
0,"Came here for dinner. Quick seating and low price $20.\nThe atmosphere feels very old-medieval-esque. To my taste, too dull and quiet. Not too many young people either. Mainly middle-aged and on, or small families.\nMy waitress wasn't responsive. Once we had our order of drinks, that was it, she never returned.\nThe food selection is mediocre. Most of the chefs don't smile and seem to growl every time you request something.\nThere's a Mongolian section where you select your vegetables and your meat option. The chef makes the plate of food for you within 5 minutes. But, the leftover food bits from the previous order(s) weren't fully scraped off. Had little black bits throughout my plate. Hate to waste food, but definitely not risking my stomach.\nBest choice for me was the porkchops. Soft and tasty. Everything else, meh. Even the desserts weren't to par.\nVery disappointed."
4,"I'm practically at this spot everyday. I often wonder why people still drink the burned tar that is Starbucks. I love this location because the staff is amazing- Todd and Kevin are the best (we love Limor on the weekends). I'm so glad to see Caribou offer different tea lattes. Love it. They offer so many more options than just coffee- and the prices are reasonable....and not too mention you're not bombarded by buying knick nacks and CD's. The Mocha Latte is excellent and my husband usually goes for the Mint Condition- they offer 3 different choices of chocolates in your beverage (if it calls for it), which is a nice added option. You can mix up different beverages and flavors and I love the different flavors you can get around the holidays as well. Check it out. Drop Starbucks."
3,"I never have any complaints about this location whenever I come by. This is a recommended place to get pho if you're in the area. \n\nI hardly ever deviate from getting pho when I go to a pho place, but the few times I have had rice dishes here, I haven't been disappointed. I personally am a fan of broken rice because I like the small grains, I find them easier to chew and more enjoyable. The pork and chicken are cooked fairly well with a good amount of flavor in each bite. The pho itself is nothing too out of the ordinary. The noodles are good, the meat is good, the broth is good, what more do you want?\n\nThe restaurant itself feels very clean and orderly. Like at Pho So 1, the food there is good as well, but everything always feels so disorderly and it just feels like it could be a bit cleaner, Jenni Pho doesn't have that problem. \n\nI'm not loyal to any pho place in Las Vegas, but Jenni Pho is definitely added to the pool of pho places in the city."
2,"An okay bakery, but is it a five star lunch spot? No. True to its confectionary specialties, the food here is sweet- and I mean everything is sweet. The sticky sweet croissants, the salads that are peppered with honey and candied nuts, the pita sandwiches that are oddly stuffed with whole oranges (pith and all) and sweet pickle, even the simple vegetable soup that overwhelmingly tasted like sweet potatoes and allspice- absolutely every dish served to us here incorporated fruits or honey, transmogrifying a savory lunch into a toothache inducing sugar fest. I can understand how the sweet-savory thing can appeal to some people (like, I don't know, pre-diabetics and your typical Waldorf salad eating American sugar addict), but I can't stand it. The staff is extremely friendly and well-acquainted with their sacrosanct Yelp referrals; in fact, they're almost too friendly... like guilt you into writing a good review for some free baklava friendly. Further, to my understanding, the only thing organic here is the wheat flour they use in their breads- big deal? Nothing that I love about Mediterranean food came through here - the sumac, the pungent garlic, the lamb, the kebabs, the fresh roasted vegetables... you won't find any of it here. Overall, an average bakery (the baklava and pinwheels were good- but I'm not orgasmic over them), but lunch? Eh..."
0,"The owner runs this joint with an iron fist and if you cross paths with him you'll feel like you in a North Korean labor camp :) It is fun to watch him on small doses\nThe place is nice and clean and above all you feel safe inside ..\nWifi is pretty solid also\n\nupdate, I've been here on few other occasions to wash my bed stuff and homeless are always around some wash in the bathroom and while the owner chases them away its not safe .. i will find a better one for the future"
3,"IT WOULD'VE BEEN 5 STARS BUT THE WAITRESS WAS BITCHY AT FIRST!\n\nBeing a HUGE Sex and The City fan, I had to go to this place.  The decor is captivating and the lighting is perfect.  Red is the dominant hue of the restaurant and it is so pretty.   The location in Ceasars is kind of hidden so we stumbled upon it.  We went at the perfect time, right around 3 or 4 and it was not busy.  However, the place got PACKED!  THEY DECIDED TO PUT A ROW OF 6 OR 7 TABLES EXTREMELY CLOSE TOGETHER SO YOU FEEL LIKE YOU ARE HAVING DINNER WITH COMPLETE STRANGERS ON EITHER SIDE OF YOU.  YOU CAN HEAR THEIR ENTIRE CONVERSATION, BY THE WAY.  Just entirely too intimate for me.  \n\nOur visit started out kinda rocky.  Our waitress lacked time management skills and/or waited on the other tables hand and foot because she thought they would give them a bigger tip, maybe? Dont know!  All I do know is that we sat there for 25 minutes with nothing more than a hello.  So after compaining to another waitress she finally came around.  While we were ordering, our server was more than eager to answer all of my hyper active, anxious and indecisive friend.  \n\nThe menu is a combination of Pervian, Brazillian and Asian fusion.  OOOOOH SO DIVINE!  IT WAS SO HARD TO DECIDE ON WHAT TO CHOOSE.  We finally decided on Sushi and Seabass, miso soup and seaweed salad.  The miso is delicious but I've had better.  My friend ordered the Red Wild mushroom and truffle Miso.  IT WAS SOOOOO DELICIOUS!  But, THE SEAWEED SALAD IS A MUST HAVE TO VEGGIE LOVERS.  Seaweed has a distinct taste of it's own but it is sooo friggin good!  I was so pleasantly surprised.  When to food arrived, I was like a kid in a candy store.  I CANNOT REMEMBER WHAT SUSHI I ORDERED BUT ONE OF THEM THE BEST EVER!  As expected, the food is expensive.   Between the 2 of us, it was well over $100. So don't go here if you are trying to save money.  If you do just order the tapas on the left side of the menu.  But, you will still be hungry.\n\nI loved this place.  With the exception of the servers lack of time management skills at first, this was one of my favorite visits on this trip.  I WILL BE GOING BACK!  I LOVE SUSHI SAMBA!!!!!!!"
2,"The Skinny: great customer service when booking by phone (5!) but a show that lacks spectacle and story (3).\n\nOkay, the travelzoo promotion site was down so I had to call the reservation line to book tickets for La Reve this weekend. Expecting to wait on the line for at least 2-3 minutes, I'd settled down with a cup of tea, a book and comfy slippers.\n\nTo my surprise, the phone was answered in less than a minute. I'm not even sure I heard the dialtone! The lady on the line was super friendly and took my order for 3 tickets right away. We started chatting about Vegas and I mentioned that I was a local.\n\n\""A local? Let me look and see if the locals deal can apply to your tickets for you.\"" Say what? \""Okay, it looks like the locals deal is better for you. Let me go ahead and apply that discount.\"" But I looked online and there wasn't a locals deal advertised currently. \""Sometimes we don't advertise about the local deal but the promotion is ongoing.\"" Sweet! How's that for excellent customer service? That is 5-star service folks!\n\nNow on to the actual performance.\n\nLe Reve is definitely a dream... like as in the what-the-hell-is-going-on-here kind of nightmare. At its essence, the show lacked that one key thread that holds everything together - a storyline.\n\nIt starts off with this girl in white with her boyfriend who sits on a park bench which becomes immersed in water. Then the girl is dressed in red. Let the odd dreams sequences with all these bald dudes begin!\n\nReally, the best parts of the show were the clowns. They literally stole the show and ought to have a larger role throughout the piece. They seemed to be the only ones during the show that actually were trying to tell the audience something. \n\nThere is a lot of dancing/synchronized swimming so don't expect many acrobatic feats during this production. Not to mention the majority of the acrobatic feats are aerial in nature. So if you don't like aerialists or dancers, don't go to this show!\n\nTo be honest with you, I think that the acrobats/dancers must work their patootie off for this production because they definitely perform numerous roles within the show. However it's a major flaw that these obviously talented, versatile people don't get their moment to shine. During the show, there's so many things going on all at once, the actual performance of the individuals gets lost in the frey. It's a too much sensory overload and it shows.\n\nAlthough some of the sequences were quite beautiful, they lack cohesiveness and personality to make this a truly great show. For that, this show gets a 3 starred review."
3,"I love Korean BBQ and this place won't disappoint you. their food is very tasty and they offer different options for everyone. we ordered a \""combo\"" for two which included a soda or rice alcohol drink (kind of strong) and 3 different types of meats.  They are also open extended hours. \nservice: Fair\nprep time: 8 Min\natmosphere:  relaxing, good place to enjoy with a group of friends\nBest Thing: at the end of your BBQ meal you can enjoy some fried rice.\nworst thing: they do not offer a lot of the small sides that other Korean restaurants have\nPrice: one of the best prices in town"
3,"Hidden away among the slowly decaying businesses of Lake Las Vegas and far, far away from any parking, the Auld Dubliner is still one of the best Irish pubs in town.  Pretty much because the bar understands that a pub should be low key and classic.  In Ireland, a pub is just a run of the mill watering hole.  But by the time they migrate over to the states, many of them become extravagant or showy places in an attempt to seem more European.  \n\nNot the Auld Dubliner.  The place is classic.  While the establishment is fairly new, it feels like a place where the wood on the bar has been worn down from a hundred years of spilled beer.  The bar's selection of Irish whiskeys is solid.  Not the widest selection in town, but a long enough collection that it will take you awhile to drink through the menu.  On top of that, the place has a superb beer selection.  One of my favorite Irish beers (Kilkenny) is almost impossible to find in the western U.S. and they have it on tap.  If for no other reason, the bar is praiseworthy for its well chosen stock of spirits and beer.   \n\nBut they also serve up a solid pub menu.  When we went, we had deep fried chips with curry (yum) and a couple of solid cheese burgers topped with Irish cheddar cheese.  The night we were there they had a solo guitar act playing and he did a pretty solid job with a library of Irish rock and soul ballads.\n\nI hope that Lake Las Vegas figures out how to survive because the Auld Dubliner is a fine place to bring a group for drinks."
1,"I want to like this location for a number of reasons: they have a chef on site doing cooking demonstrations and handing out samples. The staff is really nice when it's crowded. They're a Market District location, so they've got a good amount of prepared (or 'oven-ready') foods. It's close to my house.\n\nBut going here is ALWAYS such a nightmare.\n\nThe parking lot is miserable. There's a tiny lot area, and then an underground parking garage, but both are a pain to navigate and find a space in. I have never been here when there wasn't a long wait at the deli (and the deli order machine is always down, so you really have no choice but to wait in the line). The aisles feel more narrow than they should be for a store this size. \n\nThis store has a lot of potential, and it *is* the biggest GE in the immediate city area, but I always leave frazzled and anxious, so I'd rather just make the drive to the suburbs for my Giant Eagle shopping trip."
1,"I remember in elementary school I had a friend of mine who regaled me with wild stories of how excellent the buffet was at the Rio. Flash forward some 20 years later, and we're visiting a friend from Vegas who can't wait to take my girlfriend and I to this place. SURE! I sez.\n\nWhat I found was that the Rio buffet was like every other buffet I've ever been at in my life. There's a lot of food, but there's a lot of mediocre food. There's an Asian section that tastes like every take-out place you've ever had, with greasy duck, glaze-saturated pork, dry satay chicken skewers, and sushi with tough seaweed. There's a meat section with cut sirloin steak with absolutely inedible gristle adding annoyance, not flavor. There's a seafood station, which beyond the unlimited crab legs, is filled with fried foods, not fresh foods.\n\nA few positives: great pie, good ham, half-decent Chinese siu mai.\n\nWe got in for about half the usual price ($16 as opposed to somewhere in the neighborhood of $32). Even at fire-sale prices, it still wasn't enough to get me to go back. Maybe this was a three-star place, but after hearing so many people in my life talk up the magic and wizardry of Vegas buffets, I was left especially disappointed.\n\nSo, here's my advice: is a buffet a personal challenge to you to stuff your face with four plates of food, or do you want to just have a decent dinner? I'm the second kind of person, so next time I'd recommend to do as I do, and put that $30 towards one of the many, many, many exceptional restaurants on the strip that are competing on the basis of quality, not quantity. And guess what? You'll still get a filling, delicious meal!"
4,Two type of services they offer... Full service (interior and exterior) and exterior washing.  First visit and impress with service. Car is extremely clean with a extra fee to clean bugs out for $5.00 which is fine with me.. Will definitely come back to get my car clean again.. Thanks guys for the awesome job..
1,"Goodness gracious...I needed some fro-yo and some hand picked toppings. Saw the Red Mango sign and damn...I was ready! \n\nNow, not all Red Mango's are not the same. I am use to my Red Mango where you get eight flavors to choose from, choose how much you want to put in your cup and pick your own toppings. No self serve here:( \n\nSo, I watched as the girl put more yogurt than I asked her to. I couldn't believe each topping was .75. I watched as she meticulously put each blackberry on one through six. Then she honored my request of mochi balls and dumped a spoonful on top. \n\n\nI guess I like the experience of getting exactly what I want, measuring it out myself, weighing it and paying for it. Yes, I know, I could have gone elsewhere but it's all good. \n\nRed Mango is some delicious fro-YO! Perfect stop to chill and cool off after being in the Vegas heat."
